2025-06-07 12:18:45,category:promotions older_than:1y,10570,Moved to Trash,Used Gmail API with gmail.modify scope
2025-06-09 02:40:20,category:promotions older_than:1y,40,Moved to Trash,Used Gmail API with gmail.modify scope
2025-06-09 02:42:04,category:social older_than:1y,2664,Moved to Trash,Used Gmail API with gmail.modify scope
